image_name,id,race,split
84-FaceId-0_align.jpg,m.02rpwxw,3,test
70-FaceId-0_align.jpg,m.02rpwxw,3,test
14-FaceId-0_align.jpg,m.02rpwxw,3,test
62-FaceId-0_align.jpg,m.02rpwxw,3,test
54-FaceId-0_align.jpg,m.02rpwxw,3,test
20-FaceId-0_align.jpg,m.02rpwxw,3,test
32-FaceId-0_align.jpg,m.02rpwxw,3,test
36-FaceId-0_align.jpg,m.02rpwxw,3,test
41-FaceId-0_align.jpg,m.02rpwxw,3,test
38-FaceId-0_align.jpg,m.02rpwxw,3,test
63-FaceId-0_align.jpg,m.02rpwxw,3,test
79-FaceId-0_align.jpg,m.02rpwxw,3,test
81-FaceId-1_align.jpg,m.02rpwxw,3,train
106-FaceId-0_align.jpg,m.02rpwxw,3,train
89-FaceId-0_align.jpg,m.02rpwxw,3,train
57-FaceId-0_align.jpg,m.02rpwxw,3,train
56-FaceId-0_align.jpg,m.02rpwxw,3,train
18-FaceId-0_align.jpg,m.02rpwxw,3,train
4-FaceId-0_align.jpg,m.02rpwxw,3,train
8-FaceId-0_align.jpg,m.02rpwxw,3,train
85-FaceId-0_align.jpg,m.02rpwxw,3,train
1-FaceId-0_align.jpg,m.02rpwxw,3,train
58-FaceId-0_align.jpg,m.02rpwxw,3,train
68-FaceId-0_align.jpg,m.02rpwxw,3,train
50-FaceId-0_align.jpg,m.02rpwxw,3,train
52-FaceId-0_align.jpg,m.02rpwxw,3,train
35-FaceId-0_align.jpg,m.02rpwxw,3,train
16-FaceId-0_align.jpg,m.02rpwxw,3,train
64-FaceId-0_align.jpg,m.02rpwxw,3,train
15-FaceId-0_align.jpg,m.02rpwxw,3,train
76-FaceId-0_align.jpg,m.02rpwxw,3,train
19-FaceId-0_align.jpg,m.02rpwxw,3,train
40-FaceId-0_align.jpg,m.02rpwxw,3,train
29-FaceId-0_align.jpg,m.02rpwxw,3,train
78-FaceId-0_align.jpg,m.02rpwxw,3,train
22-FaceId-0_align.jpg,m.02rpwxw,3,train
80-FaceId-0_align.jpg,m.02rpwxw,3,train
11-FaceId-0_align.jpg,m.02rpwxw,3,train
101-FaceId-0_align.jpg,m.02rpwxw,3,train
26-FaceId-0_align.jpg,m.02rpwxw,3,train
94-FaceId-0_align.jpg,m.02rpwxw,3,train
23-FaceId-0_align.jpg,m.02rpwxw,3,train
21-FaceId-0_align.jpg,m.02rpwxw,3,train
48-FaceId-0_align.jpg,m.02rpwxw,3,train
